1
1
1
	P_Value
y2682	0.060482962
y2683	0.009003321
y2684	0.8065693840000001
y2685	0.48711439799999995
y2686	0.040625217000000005
y2687	0.19339966
y2688	0.591806191
y2689	0.35110749799999996
y2690	0.07247336
y2691	0.303600775
y2692	0.827241305
y2693	0.9612414990000001
y2694	0.295038288
y2695	0.22536145600000002
y2696	0.269548004
y2697	0.12016194599999999
y2698	0.4714945
y2699	0.067182979
y2700	0.255720755
y2701	0.9114873609999999
y2702	0.021177098999999998
y2703	0.464727856
y2704	0.010348915
y2705	0.239776049
y2706	0.673444618
y2707	0.342015594
y2708	0.27441524300000003
y2709	0.08491708
y2710	0.637903807
y2711	0.98685035
y2712	0.641526492
y2713	0.010442625
y2714	0.652123595
y2715	0.06416211
y2716	0.002320256
y2717	0.400948325
y2718	0.6764915359999999
y2719	0.617622639
y2720	0.09152889300000001
y2721	0.222587635
y2722	0.001669914
y2723	0.013274878
y2724	0.18318540600000002
y2725	0.659235096
y2726	0.148372747
y2727	0.9348049
y2728	0.025674929
y2729	0.183822958
y2730	0.023932434
y2731	0.005543106999999999
y2732	0.158154812
y2733	0.02327438
y2734	0.36911670399999996
y2735	0.203205673
y2736	0.006374444
y2737	0.016427122
y2738	0.059673803
y2739	0.39170300700000005
y2740	0.805519002
y2741	0.041685909
y2742	0.20045105300000002
y2743	0.572573276
y2744	0.206679668
y2745	0.509638168
y2746	0.344184375
y2747	0.048332096
y2748	0.297614084
y2749	0.021099025
y2750	0.06328611
y2751	0.250193688
y2752	0.227593123
y2753	0.30699431899999996
y2754	0.376273252
y2755	0.025461792999999996
y2756	0.098105184
y2757	0.434805108
y2758	0.27323798
y2759	0.8847774759999999
y2760	0.100119605
y2761	0.003892293
y2762	0.044344907
y2763	0.054333350999999995
y2764	0.04473575
y2765	0.358558039
y2766	0.5116443279999999
y2767	0.40090802
y2768	0.223804545
y2769	0.10871707
y2770	0.46924553700000005
y2771	0.028618868999999998
y2772	0.496506514
y2773	0.34526281799999997
y2774	0.215619838
y2775	0.0552322
y2776	0.209936421
y2777	0.310797021
y2778	0.260657435
y2779	0.039300311
y2780	0.262269848
y2781	0.34906142100000004
y2782	0.607048096
y2783	0.45340700100000003
y2784	0.45887738100000003
y2785	0.046294845999999994
y2786	0.003649195
y2787	0.063196396
y2788	0.070632608
y2789	0.136594353
y2790	0.42408551
y2791	0.275625665
y2792	0.044730886
y2793	0.028815418
y2794	0.946881738
y2795	0.035220037999999995
y2796	0.25638380899999996
y2797	0.48261957200000005
y2798	0.578124275
y2799	0.035146649
y2800	0.154206327
y2801	0.259051485
y2802	0.206422949
y2803	0.17589123399999998
y2804	0.093335241
y2805	0.616663606
y2806	0.14385200199999998
y2807	0.080107375
y2808	0.029643712000000003
y2809	0.47798654
y2810	0.993751754
y2811	0.19800615600000002
y2812	0.017025400000000003
y2813	0.284618015
y2814	0.45330898299999994
y2815	0.018046901
y2816	0.702542177
y2817	0.11674115199999999
y2818	0.23942831899999997
y2819	0.760942771
y2820	0.934192032
y2821	0.076180033
y2822	0.014302315
y2823	0.301793283
y2824	0.11080378199999999
y2825	0.16745602699999998
y2826	0.288787418
y2827	0.297096158
y2828	0.005374314
y2829	0.043693638
y2830	0.95805396
y2831	0.012343498
y2832	0.010530261
y2833	0.076629756
y2834	0.927575105
y2835	0.085710476
y2836	0.006054858000000001
y2837	0.6047278939999999
y2838	0.7351672290000001
y2839	0.0028871120000000003
y2840	0.0036378770000000003
y2841	0.23636193600000002
y2842	0.472983631
y2843	0.102944375
y2844	0.490853731
y2845	0.646277101
y2846	0.129752562
y2847	0.35387623700000004
y2848	0.704572083
y2849	0.42650269399999996
y2850	0.50613885
y2851	0.029591877000000003
y2852	0.21404367600000002
y2853	0.417572438
y2854	0.06361583700000001
y2855	0.003736638
y2856	0.653108213
y2857	0.782465251
y2858	0.09072003599999999
y2859	0.756043155
y2860	0.000451949
y2861	0.076028524
y2862	0.24423002
y2863	0.13401147900000002
y2864	0.059177108
y2865	0.08952834
y2866	0.012334643999999999
y2867	0.7874990820000001
y2868	0.139269822
y2869	0.5602454179999999
y2870	0.070732454
y2871	0.079082181
y2872	0.012147038
y2873	0.0043362240000000005
y2874	0.7599187079999999
y2875	0.255220206
y2876	0.103563234
y2877	0.16333983800000001
y2878	0.003966002
y2879	0.119204354
y2880	0.7546880579999999
y2881	0.146960962
y2882	0.205984162
y2883	0.292650833
y2884	0.019446437
y2885	0.14655147699999999
y2886	0.41191907200000005
y2887	0.06443919999999999
y2888	0.025817415
y2889	0.196616332
y2890	0.7007188209999999
y2891	0.012518527
y2892	0.617462572
y2893	0.153883764
y2894	0.249480302
y2895	0.665150548
y2896	0.269754917
y2897	0.061977150999999994
y2898	0.5321000020000001
y2899	0.022859802999999998
y2900	0.5532441229999999
y2901	0.31639718
y2902	0.157504686
y2903	0.7268335440000001
y2904	0.379284226
y2905	0.859028517
y2906	0.091732171
y2907	0.41912805299999994
y2908	0.236198133
y2909	0.308195569
y2910	0.054740643
y2911	0.15077859
y2912	0.157317146
y2913	0.059117573
y2914	0.998212227
y2915	0.827519575
y2916	0.362454016
y2917	0.504751792
y2918	0.013827039
y2919	0.084489775
y2920	0.20054434699999998
y2921	0.147207519
y2922	0.669298091
y2923	0.070669813
y2924	0.049265015
y2925	0.030754174
y2926	0.05919743400000001
y2927	0.0398289
y2928	0.26838685
y2929	0.64403188
y2930	0.166320907
y2931	0.14810231199999999
y2932	0.133568014
y2933	0.604152519
y2934	0.0962723
y2935	0.391861509
y2936	0.9194267509999999
y2937	0.45064912700000004
y2938	0.51385756
y2939	0.016406282
y2940	0.273242933
y2941	0.551693257
y2942	0.775224426
y2943	0.073207068
y2944	0.11403699699999999
y2945	0.92392219
y2946	0.001207954
y2947	0.334557494
y2948	0.084824599
y2949	0.080574064
y2950	0.53531056
y2951	0.023049494
y2952	0.851257525
y2953	0.073935252
y2954	0.14402786
y2955	0.403027199
y2956	0.916161943
y2957	0.318001281
y2958	0.885734349
y2959	0.14127301
y2960	0.0644678
y2961	0.061426678
y2962	0.656852969
y2963	0.128428035
y2964	0.744017833
y2965	0.249861497
y2966	0.041236042
y2967	0.9628180940000001
y2968	0.063176328
y2969	0.049171957
y2970	0.811000445
y2971	0.097618341
y2972	0.989672963
y2973	0.068903989
y2974	0.7555435509999999
y2975	0.587784693
y2976	0.923262195
y2977	0.257931
y2978	0.017956841
y2979	0.9649025990000001
y2980	0.763717842
y2981	0.93657368
y2982	0.07352545099999999
y2983	0.614911956
y2984	0.610145841
y2985	0.057524161
y2986	0.000782712
y2987	0.057160116
y2988	0.419839856
y2989	0.851054124
y2990	0.77662927
y2991	0.0076947790000000005
y2992	0.081499997
y2993	0.18579848899999998
y2994	0.570901051
y2995	0.516967844
y2996	0.38533942
y2997	0.061117045999999994
y2998	0.052883172
y2999	0.300624045
y3000	0.113680504
y3001	0.093563744
y3002	0.82102324
y3003	0.902004716
y3004	0.089611988
y3005	0.098063988
y3006	0.658312082
y3007	0.188990048
y3008	0.012348783
y3009	0.752891058
y3010	0.008593
y3011	0.306178783
y3012	0.07280049400000001
y3013	0.062646828
y3014	0.025387497000000002
y3015	0.23510643
y3016	0.201589955
y3017	0.505580919
y3018	0.031622194
y3019	0.10461612699999999
y3020	0.250117988
y3021	0.522864687
y3022	0.8209626059999999
y3023	0.9674626040000001
y3024	0.939863342
y3025	0.982904448
y3026	0.133812667
y3027	0.519752011
y3028	0.24768232699999998
y3029	0.31019326399999997
y3030	0.50659817
y3031	0.97382807
y3032	0.206816248
y3033	0.654260692
y3034	0.522243875
y3035	0.024764899
y3036	0.09198407900000001
y3037	0.312593653
y3038	0.444216334
y3039	0.166111242
y3040	0.9358904920000001
y3041	0.990768889
y3042	0.068966667
y3043	0.916907295
y3044	0.013967078999999999
y3045	0.170810629
y3046	0.584804355
y3047	0.733363525
y3048	0.9314709240000001
y3049	0.48107222
y3050	0.018762484
y3051	0.283599967
y3052	0.696596955
y3053	0.601701012
y3054	0.502349802
y3055	0.420019903
y3056	0.7273385840000001
y3057	0.7279543
y3058	0.251990198
y3059	0.38383698
y3060	0.21630617100000002
y3061	0.358916894
y3062	0.22102743100000002
y3063	0.122718778
y3064	0.161745386
y3065	0.050211411
y3066	0.11906338
y3067	0.026134657000000002
y3068	0.542041559
y3069	0.296730135
y3070	0.21613146600000002
y3071	0.47860683200000004
y3072	0.29839177
y3073	0.6993990390000001
y3074	0.062766136
y3075	0.173125157
y3076	0.053278097999999996
y3077	0.020041148999999998
y3078	0.0017226210000000001
y3079	0.05481081
y3080	0.284738595
y3081	0.979614353
y3082	0.10186607800000001
y3083	0.337541541
y3084	0.601254572
y3085	0.01595948
y3086	0.249134148
y3087	0.00970625
y3088	0.0507833
y3089	0.805049276
y3090	0.13416923
y3091	0.132285109
y3092	0.20423113
y3093	0.418301934
y3094	0.045581259000000006
y3095	0.9723280559999999
y3096	0.39437690700000005
y3097	0.630133386
y3098	0.404525839
y3099	0.622908865
y3100	0.5386497379999999
y3101	0.025939726
y3102	0.610518311
y3103	0.244674282
y3104	0.002619297
y3105	0.054346465
y3106	0.35137274399999996
y3107	0.386343051
y3108	0.13354777
y3109	0.056407985
y3110	0.18482683800000002
y3111	0.14451708900000002
y3112	0.202415994
y3113	0.10556889999999998
y3114	0.11022387199999999
y3115	0.020596121000000002
y3116	0.0069552519999999994
y3117	0.699213005
y3118	0.305798774
y3119	0.703740562
y3120	0.737260365
y3121	0.799184938
y3122	0.059682423
y3123	0.098466604
y3124	0.916900809
y3125	0.521178201
y3126	0.225643767
y3127	0.624112574
y3128	0.112545503
y3129	0.082052486
y3130	0.194263811
y3131	0.583598073
y3132	0.073571798
y3133	0.423637681
y3134	0.91085434
y3135	0.15097432
y3136	0.421945742
y3137	0.702839494
y3138	0.885323408
y3139	0.161997391
y3140	0.338048442
y3141	0.24460364899999998
y3142	0.29973870399999997
y3143	0.126639952
y3144	0.84880982
y3145	0.45423798200000004
y3146	0.22101705
y3147	0.240164438
y3148	0.39769507200000004
y3149	0.892856898
y3150	0.058577888
y3151	0.606650138
y3152	0.541088096
y3153	0.378279684
y3154	0.097356964
y3155	0.59809772
y3156	0.659065942
y3157	0.813522155
y3158	0.488277156
y3159	0.035604699999999996
y3160	0.171608337
y3161	0.011520426
y3162	0.39365115100000003
y3163	0.022069705
y3164	0.8991223009999999
y3165	0.610450376
y3166	0.301369713
y3167	0.44935014100000004
y3168	0.919962492
y3169	0.334692549
y3170	0.049415684
y3171	0.602156576
y3172	0.277126045
y3173	0.838054493
y3174	0.15936587800000002
y3175	0.277033421
y3176	0.20395579
y3177	0.012677207
y3178	0.285661423
y3179	0.516327225
y3180	0.059821052
y3181	0.11714188
y3182	0.978407502
y3183	0.034283441
y3184	0.6945927590000001
y3185	0.096617922
y3186	0.044982048
y3187	0.583048069
y3188	0.003902507
y3189	0.421349385
y3190	0.578349797
y3191	0.046506900999999996
y3192	0.151523521
y3193	0.373206931
y3194	0.318788687
y3195	0.06389038
y3196	0.0077989980000000006
y3197	0.7484889020000001
y3198	0.16332397199999998
y3199	0.002521001
y3200	0.8795088190000001
y3201	0.21019726100000002
y3202	0.26128901
y3203	0.18221294300000002
y3204	0.248508101
y3205	0.223536287
y3206	0.495798178
y3207	0.21585760199999998
y3208	0.142931908
y3209	0.726882335
y3210	0.060027045
y3211	0.031477501
y3212	0.988447472
y3213	0.116877812
y3214	0.10260673699999999
y3215	0.7761011729999999
y3216	0.866075455
y3217	0.12462785
y3218	0.006234841999999999
y3219	0.6669569120000001
y3220	0.403334846
y3221	0.017615245
y3222	0.996262214
y3223	0.22475451800000001
y3224	0.171658382
y3225	0.093760204
y3226	0.41044796200000006
y3227	0.161781645
y3228	0.056757269000000006
y3229	0.049211397000000004
y3230	0.012476115
y3231	0.01516955
y3232	0.48574303399999996
y3233	0.190757929
y3234	0.902948821
y3235	0.078033386
y3236	1.6e-05
y3237	0.39418794799999995
y3238	0.520247825
y3239	0.382262692
y3240	0.12746728400000001
y3241	0.324862841
y3242	0.39680595
y3243	0.03590729
y3244	0.016111155
y3245	0.93464534
y3246	0.135210408
y3247	0.033383397
y3248	0.9814642659999999
y3249	0.17430845399999997
y3250	0.873715763
y3251	0.970994577
y3252	0.76672484
y3253	0.77818366
y3254	0.009663989
y3255	0.032717251
y3256	0.136861059
y3257	0.02907702
y3258	0.35926772700000004
y3259	0.381482097
y3260	0.279382127
y3261	0.663977426
y3262	0.259823248
y3263	0.028200947
y3264	0.749762431
y3265	0.319933693
y3266	0.578006554
y3267	0.23440067399999998
y3268	0.011176263
y3269	0.606094815
y3270	0.525609992
y3271	0.301196309
y3272	0.866377848
y3273	0.222894654
y3274	0.071081264
y3275	0.013509967
y3276	0.016943595
y3277	0.174474304
y3278	0.546230715
y3279	0.14752346800000002
y3280	0.664620106
y3281	0.11931234800000001
y3282	0.9761700459999999
y3283	0.669244033
y3284	0.176876062
y3285	0.670653153
y3286	0.720193442
y3287	0.746802317
y3288	0.368160145
y3289	0.40753389100000004
y3290	0.084683615
y3291	0.022990821
y3292	0.37276496600000003
y3293	0.159052608
y3294	0.172775924
y3295	0.248920476
y3296	0.718040982
y3297	0.11730286599999999
y3298	0.08223983
y3299	0.275701219
y3300	0.5536998470000001
y3301	0.779207981
y3302	0.47393538799999996
y3303	0.039451393
y3304	0.00071344
y3305	0.037266778
y3306	0.285161371
y3307	0.119798424
y3308	0.774163632
y3309	0.18534155600000002
y3310	0.208170585
y3311	0.838572821
y3312	0.103284635
y3313	0.508933591
y3314	0.011985733
y3315	0.970473427
y3316	0.087492535
y3317	0.091008844
y3318	0.0724674
y3319	0.632030836
y3320	0.023018788999999998
y3321	0.015503345
y3322	0.7241277890000001
y3323	0.029648012999999997
y3324	0.12505117
y3325	0.183700248
y3326	0.451990595
y3327	0.107780103
y3328	0.9588849770000001
y3329	0.7609225690000001
y3330	0.21352700800000002
y3331	0.042241864000000004
y3332	0.407856503
y3333	0.040950721
y3334	0.025082331
y3335	0.31486684800000003
y3336	0.777522167
y3337	0.679470852
y3338	0.24664212600000002
y3339	0.010411331
y3340	0.06898645
y3341	0.20197962600000002
y3342	0.02274872
y3343	0.026133771
y3344	0.49162629399999996
y3345	0.168092672
y3346	0.820976018
y3347	0.349770034
y3348	0.23692082399999997
y3349	0.455762001
y3350	0.24287210399999998
y3351	0.002947736
y3352	0.71823958
y3353	0.42686351299999997
y3354	0.438789816
y3355	0.020065546
y3356	0.284291703
y3357	0.168945505
y3358	0.066727835
y3359	0.033982438
y3360	0.855447176
y3361	0.911257345
y3362	0.071298649
y3363	0.507185898
y3364	0.596625118
y3365	0.19799701600000003
y3366	0.010650904
y3367	0.000629559
y3368	0.093127816
y3369	0.112283207
y3370	0.045092864
y3371	0.629143886
y3372	0.7158662729999999
y3373	0.606207585
y3374	0.202907991
y3375	0.31824419600000003
y3376	0.770767292
y3377	0.034901696
y3378	0.13196049699999998
y3379	0.41471055100000004
y3380	0.968693793
y3381	0.820039285
y3382	0.06198750099999999
y3383	0.25540805899999997
y3384	0.390337761
y3385	0.08439626300000001
y3386	0.069288799
y3387	0.073416308
y3388	0.003234564
y3389	0.003449228
y3390	0.013916997
y3391	0.6403844989999999
y3392	0.855946907
y3393	0.213991839
y3394	0.640472307
y3395	0.20337352399999997
y3396	0.939928386
y3397	0.073794608
y3398	0.024287302
y3399	0.9893042209999999
y3400	0.388212412
y3401	0.895408909
y3402	0.6357250529999999
y3403	0.065764668
y3404	0.127068255
y3405	0.06951114
y3406	0.015709756000000002
y3407	0.329250402
y3408	0.087499434
y3409	0.982110956
y3410	0.952125372
y3411	0.526873216
y3412	0.649137147
y3413	0.06719691700000001
y3414	0.263223277
y3415	0.45187211899999996
y3416	0.950189216
y3417	0.726162895
y3418	0.45989434100000004
y3419	0.070863177
y3420	0.889943697
y3421	0.074023668
y3422	0.8431759320000001
y3423	0.43133589899999997
y3424	0.62473981
y3425	0.336060032
y3426	0.403335108
y3427	0.383538484
y3428	0.278933096
y3429	0.160159211
y3430	0.10145074800000001
y3431	0.10866439800000001
y3432	0.536950019
y3433	0.915874883
y3434	0.808445999
y3435	0.72053604
y3436	0.378830302
y3437	0.187441597
y3438	0.7050829120000001
y3439	0.328803864
y3440	0.113718246
y3441	0.047829877
y3442	0.000292687
y3443	0.07446780900000001
y3444	0.177425004
y3445	0.264530887
y3446	0.019699917
y3447	0.049561949
y3448	0.009929965
y3449	0.111443254
y3450	0.23425887
y3451	0.09741585400000001
y3452	0.011527062
y3453	0.017601478
y3454	0.6634705679999999
y3455	0.247682762
y3456	0.63218476
y3457	0.160222038
y3458	0.077835465
y3459	0.08022850599999999
y3460	0.012661384
y3461	0.097458024
y3462	0.087696624
y3463	0.044576057
y3464	0.147875717
y3465	0.323010285
y3466	0.260272353
y3467	0.083275128
y3468	0.8094501209999999
y3469	0.11257313699999999
y3470	0.34320400799999995
y3471	0.518113458
y3472	0.043324790999999994
y3473	0.135119205
y3474	0.302118563
y3475	0.6992398540000001
